PuzzleName,Solver,Solved,HintCount,HintVariance,DifficultyScore,Run1(ms),Run2(ms),Run3(ms),Run4(ms),Run5(ms),BestTime(ms),WorstTime(ms),AverageTime(ms),NumberOfGuesses,PropagationDepth,PeakMemory(bytes),OriginalPuzzle,Solution,InitStartTime(ms),InitEndTime(ms),InitTime(μs),InitMemCost(bytes)
Puzzle_28,Backtracking,Yes,23,1.20,31.68,5,5,5,5,5,5,5,5,3287,57,1406480,000350760008109000000000000200000100004008000701500000100000009070903000306000480,419352768628179543537486921283697154954218637761534892142865379875943216396721485,13598118876100,13598118902200,26,1
Puzzle_28,ConstraintPropagation,Yes,23,1.20,31.68,6,3,4,4,5,3,6,4,27,57,1408240,000350760008109000000000000200000100004008000701500000100000009070903000306000480,419352768628179543537486921283697154954218637761534892142865379875943216396721485,13598144277200,13598144312600,35,1
Puzzle_28,DPLLSAT,Yes,23,1.20,31.68,189,177,178,173,173,173,189,178,0,729,184465064,000350760008109000000000000200000100004008000701500000100000009070903000306000480,419352768628179543537486921283697154954218637761534892142865379875943216396721485,13598165971400,13598166000100,28,1
Puzzle_28,DLX,Yes,23,1.20,31.68,4,4,3,4,3,3,4,3,58,58,1412248,000350760008109000000000000200000100004008000701500000100000009070903000306000480,419352768628179543537486921283697154954218637761534892142865379875943216396721485,13599057139200,13599057201800,62,1
Puzzle_29,Backtracking,Yes,24,1.01,29.42,19,17,18,17,19,17,19,18,26282,56,3525744,000007000001560000000000937360000000008002006490050001000000079640010000080076000,924837165731569248856124937365781492178492356492653781513248679647915823289376514,13599075875800,13599075961100,85,1
Puzzle_29,ConstraintPropagation,Yes,24,1.01,29.42,9,5,5,12,4,4,12,7,21,56,1415688,000007000001560000000000937360000000008002006490050001000000079640010000080076000,924837165731569248856124937365781492178492356492653781513248679647915823289376514,13599165341000,13599165397700,56,1
Puzzle_29,DPLLSAT,Yes,24,1.01,29.42,191,200,183,172,177,172,200,184,0,729,184805352,000007000001560000000000937360000000008002006490050001000000079640010000080076000,924837165731569248856124937365781492178492356492653781513248679647915823289376514,13599200834200,13599200880000,45,1
Puzzle_29,DLX,Yes,24,1.01,29.42,4,2,3,3,3,2,4,3,57,57,1415528,000007000001560000000000937360000000008002006490050001000000079640010000080076000,924837165731569248856124937365781492178492356492653781513248679647915823289376514,13600123721400,13600123765400,44,1
Puzzle_30,Backtracking,Yes,23,0.98,29.55,76,87,76,73,76,73,87,77,143781,57,43373168,070000090000100060390000000700000000003000500000760320040001080000205004506004070,671352498485197263392846751729513846863429517154768329247631985918275634536984172,13600139537300,13600139567800,30,1
Puzzle_30,ConstraintPropagation,Yes,23,0.98,29.55,3,4,4,3,4,3,4,3,10,57,1419184,070000090000100060390000000700000000003000500000760320040001080000205004506004070,671352498485197263392846751729513846863429517154768329247631985918275634536984172,13600528879400,13600528924700,45,1
