PuzzleName,Solver,Solved,HintCount,HintVariance,DifficultyScore,Run1(ms),Run2(ms),Run3(ms),Run4(ms),Run5(ms),BestTime(ms),WorstTime(ms),AverageTime(ms),NumberOfGuesses,PropagationDepth,PeakMemory(bytes),OriginalPuzzle,Solution,InitStartTime(ms),InitEndTime(ms),InitTime(μs),InitMemCost(bytes)
Puzzle_23,DPLLSAT,Yes,20,0.90,29.85,75,73,72,69,80,69,80,73,4,729,31027672,000000200080007090602000500070060000000901000000020040005000603090400070006000000,917635284583247196642189537178364925254971368869523741425798613391456872736812459,2677610143000,2677610227400,84,1
Puzzle_23,DLX,Yes,20,0.90,29.85,13,15,17,17,15,13,17,15,189,61,9074056,000000200080007090602000500070060000000901000000020040005000603090400070006000000,957613284483257196612849537178364952524971368369528741845792613291436875736185429,2677984153600,2677984626100,472,1
Puzzle_24,Backtracking,Yes,25,1.02,29.14,18,17,23,17,22,17,23,19,2191,55,9073920,000270100000008000803006409005001080004090002070000000000502700500069000430000500,956274138741938265823156479365421987184793652279685341698542713517369824432817596,2678065164600,2678065228300,63,1
Puzzle_24,ConstraintPropagation,Yes,25,1.02,29.14,21,19,20,15,16,15,21,18,5,55,9077088,000270100000008000803006409005001080004090002070000000000502700500069000430000500,956274138741938265823156479365421987184793652279685341698542713517369824432817596,2678167352700,2678167420200,67,1
Puzzle_24,DPLLSAT,Yes,25,1.02,29.14,73,71,81,78,70,70,81,74,0,729,32917048,000270100000008000803006409005001080004090002070000000000502700500069000430000500,956274138741938265823156479365421987184793652279685341698542713517369824432817596,2678262530100,2678262650500,120,1
Puzzle_24,DLX,Yes,25,1.02,29.14,15,17,16,17,16,15,17,16,56,56,9080776,000270100000008000803006409005001080004090002070000000000502700500069000430000500,956274138741938265823156479365421987184793652279685341698542713517369824432817596,2678640981400,2678641050800,69,1
Puzzle_25,Backtracking,Yes,23,1.16,31.34,17,18,18,17,17,17,18,17,435,57,9080888,000040957000010400007200080001050000002073008900000100000000000500002004300009006,123648957895317462647295381781956243452173698936824175278461539569732814314589726,2678724577100,2678724672300,95,1
Puzzle_25,ConstraintPropagation,Yes,23,1.16,31.34,17,18,20,23,20,17,23,19,5,57,9083096,000040957000010400007200080001050000002073008900000100000000000500002004300009006,123648957895317462647295381781956243452173698936824175278461539569732814314589726,2678816047100,2678816141800,94,1
Puzzle_25,DPLLSAT,Yes,23,1.16,31.34,95,91,80,80,72,72,95,83,0,729,28645864,000040957000010400007200080001050000002073008900000100000000000500002004300009006,123648957895317462647295381781956243452173698936824175278461539569732814314589726,2678920673600,2678920784800,111,1
Puzzle_25,DLX,Yes,23,1.16,31.34,14,16,15,17,15,14,17,15,58,58,9088472,000040957000010400007200080001050000002073008900000100000000000500002004300009006,123648957895317462647295381781956243452173698936824175278461539569732814314589726,2679342954100,2679343130800,176,1
Puzzle_26,Backtracking,Yes,22,0.97,29.74,348,453,393,401,343,343,453,387,279829,58,76211792,008010000057030406040000000800000002020100090000400000000000850000365004100000070,698514237257839416341627985816953742524176398973482561462791853789365124135248679,2679424450300,2679424575900,125,1
Puzzle_26,ConstraintPropagation,Yes,22,0.97,29.74,20,20,21,15,16,15,21,18,9,58,9089104,008010000057030406040000000800000002020100090000400000000000850000365004100000070,698514237257839416341627985816953742524176398973482561462791853789365124135248679,2681366360100,2681366456200,96,1
Puzzle_26,DPLLSAT,Yes,22,0.97,29.74,84,78,80,82,82,78,84,81,0,729,81216104,008010000057030406040000000800000002020100090000400000000000850000365004100000070,698514237257839416341627985816953742524176398973482561462791853789365124135248679,2681464033700,2681464131100,97,1
Puzzle_26,DLX,Yes,22,0.97,29.74,12,19,14,20,16,12,20,16,59,59,9091648,008010000057030406040000000800000002020100090000400000000000850000365004100000070,698514237257839416341627985816953742524176398973482561462791853789365124135248679,2681874536500,2681874621100,84,1
